word,level,pos,thai,definition
output,B2,noun,เอาต์พุต,"Production; quantity produced, created, or completed."
outrage,C1,noun/verb,ความโกรธแค้น,An excessively violent or vicious attack; an atrocity.
outsider,C1,noun,คนนอก,One who is not part of a community or organization.
outstanding,B2,adjective,โดดเด่น,To resist effectually; withstand; sustain without yielding.
overcome,B2,verb,เอาชนะ,The burden or recurring theme in a song.
overlook,C1,verb,มองข้าม,A vista or point that gives a beautiful view.
overly,C1,adverb,สุดเหวี่ยง,"Superficial; not thorough; careless, negligent, inattentive."
overnight,B2,adverb,ค้างคืน,Items delivered or completed overnight.
overseas,B2,adverb,ต่างประเทศ,Abroad.
oversee,C1,verb,กำกับดูแล,"To survey, look at something in a wide angle."
overturn,C1,verb,คว่ำ,A turning over or upside-down; inversion.
overwhelm,C1,verb,ประเด,The state or condition of being overwhelmed.
overwhelming,C1,adjective,ท่วมท้น,"To engulf, surge over and submerge."
ownership,B2,noun,ความเป็นเจ้าของ,The state of having complete legal control of something; possession; proprietorship.
oxygen,B2,noun,ออกซิเจน,The chemical element (symbol O) with an atomic number of 8 and relative atomic mass of 15.9994. It is a colorless and odorless gas.
packet,B2,noun,แพ็กเก็ต,A small pack or package; a little bundle or parcel
pad,C1,noun,แผ่นรอง,"A flattened mass of anything soft, to sit or lie on."
palm,B2,noun,ปาล์ม,"Any of various evergreen trees from the family Palmae or Arecaceae, which are mainly found in the tropics."
panic,B2,noun,ตื่นตกใจ,"Overpowering fright, often affecting groups of people or animals."
parade,B2,noun,ขบวนพาเหรด,"An organized procession consisting of a series of consecutive displays, performances, exhibits, etc. displayed by moving down a street past a crowd of spectators."
parallel,B2,adjective/noun,ขนาน,One of a set of parallel lines.
parameter,C1,noun,พารามิเตอร์,"A value kept constant during an experiment, equation, calculation or similar, but varied over other versions of the experiment, equation, calculation, etc."
parental,C1,adjective,ผู้ปกครอง,A person fulfilling a parental role.
parish,C1,noun,ตำบล,"In the Anglican, Eastern Orthodox, Lutheran and Roman Catholic Church, an administrative part of a diocese that has its own church."
parliamentary,C1,adjective,รัฐสภา,A parliamentary train.
part-time,B2,adjective/adverb,งานพาร์ทไทม์,"For, during, or involving less than the normal time for some activity, especially the number of hours an employee works."
partial,C1,adjective,บางส่วน,A partial derivative: a derivative with respect to one independent variable of a function in multiple variables while holding the other variables constant.
partially,C1,adverb,บางส่วน,"To a partial degree or extent, incompletely."
participation,B2,noun,การมีส่วนร่วม,"The act of participating, of taking part in something."
partnership,B2,noun,ความร่วมมือ,The state of being associated with a partner.
passing,C1,noun,ผ่าน,To change place.
passionate,B2,adjective,หลงใหล,A passionate individual.
passive,C1,adjective,พาสซีฟ,(grammar) The passive voice of verbs.
password,B2,noun,รหัสผ่าน,a secret word or phrase used to gain access to a place or computer system
pastor,C1,noun,ศิษยาภิบาล,A shepherd; someone who tends to a flock of animals.
patch,C1,noun,แพทช์,"A piece of cloth, or other suitable material, sewed or otherwise fixed upon a garment to repair or strengthen it, especially upon an old garment to cover a hole."
patent,C1,noun,สิทธิบัตร,"A declaration issued by a government agency declaring someone the inventor of a new invention and having the privilege of stopping others from making, using or selling the claimed invention; a letter patent."
pathway,C1,noun,เส้นทาง,a path or track; a way of achieving something or a course of action in life
patience,B2,noun,ความอดทน,The quality of being patient.
patrol,C1,noun/verb,ลาดตระเวน,"A going of the rounds along the chain of sentinels and between the posts, by a guard, usually consisting of three or four men, to insure greater security from attacks on the outposts."
patron,C1,noun,ผู้อุปถัมภ์,One who protects or supports; a defender or advocate.
pause,B2,verb/noun,หยุดชั่วคราว,"A button whose functions are pausing and resuming something, such as a DVD player, a video game or a computer."
peak,C1,noun,จุดสูงสุด,"A point; the sharp end or top of anything that terminates in a point; as, the peak, or front, of a cap."
peasant,C1,noun,ชาวนา,"A member of the lowly social class that toils on the land, constituted by small farmers and tenants, sharecroppers, farmhands and other laborers on the land where they form the main labor force in agriculture and horticulture."
peculiar,C1,adjective,แปลกประหลาด,That which is peculiar; a sole or exclusive property; a prerogative; a characteristic.
peer,B2,noun,เพื่อนร่วมงาน,A look; a glance.
penalty,B2,noun,การลงโทษ,A legal sentence.
perceive,B2,verb,รับรู้,"To become aware of, through the physical senses or by thinking; to see; to understand."
perception,B2,noun,การรับรู้,"The organisation, identification and interpretation of sensory information."
permanently,B2,adverb,ตลอดไป,In a permanent manner; lastingly.
persist,C1,verb,ยืนหยัด,To go on stubbornly or resolutely.
persistent,C1,adjective,ดื้อดึง,Obstinately refusing to give up or let go.
personnel,C1,noun,บุคลากร,Employees; office staff.
petition,C1,noun,คำร้อง,"A formal, written request made to an official person or organized body, often containing many signatures."
philosopher,C1,noun,นักปรัชญา,A lover of wisdom.
